-76.106017,-0.657671,1250.552878
-76.284797,-0.061373,1231.710129
-76.183392,1.230455,1215.048305
-75.911957,-0.402841,1233.716369
-75.927643,-0.009157,1219.321752
-76.381220,1.392470,1265.375154
-76.365322,-0.873916,1254.464351
-75.936974,1.925320,1260.680211
-76.109868,-1.229530,1257.860761
-76.327819,-0.632833,1217.342311
-76.031155,-1.484925,1205.268136
-76.310623,-1.413538,1232.290803
-75.901687,-0.859075,1243.667379
-76.124544,-0.027263,1209.422653
-76.001014,-0.691261,1221.381154
-76.010602,-0.754413,1238.027454
-76.120494,0.378084,1288.402778
-75.940882,1.679564,1276.291620
-76.289520,-1.648755,1219.329104
-76.136983,1.671745,1264.517715
-75.963486,1.202241,1287.230971
-76.302465,-1.691087,1283.324143
-75.989951,-1.405725,1285.786539
-76.210504,1.099724,1278.758987
-76.231320,-1.624908,1266.126964
-76.138842,1.179793,1228.752391
-75.920692,-0.363668,1245.524686
-75.975780,-1.477781,1296.575049
-76.222755,-0.420778,1207.649780
-76.155657,0.539003,1246.399913
-75.919029,-0.270237,1244.271763
-75.948084,1.271471,1224.727093
-76.289690,1.934420,1259.910715
-76.000428,1.524275,1203.167879
-76.079280,-1.301207,1293.613782
-75.965393,-0.729952,1257.749207
-76.303631,-1.376508,1295.395442
-76.296789,1.077604,1231.307485
-76.292626,1.477617,1263.812481
-76.067108,-1.572374,1215.095515
-76.003967,0.933655,1243.241645
-76.283399,1.633595,1214.967964
-76.233910,-0.995125,1290.789199
-76.285266,2.270119,1210.384668
-76.010215,-0.150406,1293.309048
-76.225399,-1.246124,1224.499189
-76.291866,-0.328090,1266.176582
-76.110966,-0.139057,1251.911761
-76.019870,-1.657226,1238.565471
-75.938566,-0.231519,1289.278611
-76.212595,-0.031140,1284.373637
-75.936706,0.491687,1262.804835
-76.317360,-0.271312,1208.769164
-76.154928,1.725186,1268.434410
-75.900554,1.984975,1281.081153
-76.308233,1.586002,1221.413134
-76.355344,0.126588,1224.826482
-76.379565,1.862106,1290.445239
-76.388502,0.922893,1235.101820
-75.964995,1.831000,1249.794946
-76.065451,1.098262,1211.559173
-76.011478,-1.007761,1206.541344
-76.159841,-1.619978,1272.319423
-76.117133,0.529776,1294.620514
-76.152550,1.714387,1228.577502
-76.132047,-1.521357,1248.921568
-76.127858,0.575343,1297.355706
-76.388381,1.403460,1222.603411
-75.958140,0.591625,1221.431889
-76.269121,1.147391,1279.387258
-76.283309,-0.673896,1207.475623
-76.218390,0.805825,1249.298906
-75.983352,1.085142,1219.941878
-76.108758,1.220011,1210.708231
-75.995549,-0.017417,1242.897111
-76.057865,2.242624,1242.333001
-75.980827,1.131859,1230.360355
-76.002606,0.242576,1209.638707
-76.324822,-0.273136,1216.780273
-76.100498,1.208628,1260.526637
-76.353656,-0.920723,1286.991999
-76.131683,-0.868140,1247.778277
-76.160718,-1.709686,1248.776408
-76.241437,-0.596881,1288.263778
-76.333290,-0.924542,1257.416734
-76.146867,1.976302,1234.701206
-75.927077,-0.354817,1238.901616
-75.924639,-0.603336,1214.596292
-75.982511,1.113350,1272.710012
-76.149373,1.509464,1205.896479
-76.287021,0.317089,1213.660959
-75.982583,-0.664186,1252.703038
-76.133328,-1.479099,1235.573003
-76.038238,-0.327553,1289.821271
-76.128210,1.273679,1209.402807
-76.046918,1.674751,1286.062740
-76.230991,0.303878,1255.624414
-76.074085,-1.205170,1279.311042
-76.399095,1.387392,1237.026055
-75.909383,0.511893,1268.680539
-76.063357,1.468542,1240.868461
-75.958062,2.034675,1215.288413
-76.324393,0.237909,1266.691256
-76.372854,-0.714923,1266.898162
-76.215452,-0.789948,1252.713734
-76.306769,-0.572599,1243.429138
-75.971235,-1.666427,1259.758676
-76.370027,2.035355,1282.916305
-76.268059,0.920841,1246.976021
-76.294928,-0.066086,1258.144639
-76.009056,1.876474,1245.093891
-75.925493,-1.698233,1253.470282
-75.934246,-1.376020,1291.686438
-75.908115,2.037947,1241.750110
-76.318141,0.855833,1208.462121
-75.904261,-1.353770,1216.095103
-76.007906,-0.141497,1278.310439
-75.978006,-0.161175,1254.464332
-75.911538,-0.087323,1228.899274
-76.086847,-0.638376,1239.151585
-76.079205,-1.297939,1252.325724
-76.108934,-1.345209,1255.129056
-76.344751,0.296380,1238.507324
-76.351772,-0.040278,1280.646045
-76.025452,-0.278259,1251.325901
-76.018597,-0.143555,1292.884556
-76.319621,0.684225,1235.150989
-76.328997,0.295400,1219.276863
-76.198752,-1.529424,1253.525645
-76.077803,-0.111019,1234.287613
-76.101742,2.153622,1220.463531
-76.336315,-0.426319,1237.002271
-76.132855,0.567039,1282.644882
-76.215474,-0.863226,1268.982889
-76.196354,0.153958,1254.624801
-76.051514,0.610314,1295.061263
-76.389224,-0.767326,1244.925153
-76.050656,1.350216,1291.330182
-76.235591,1.891197,1295.798418
-76.117835,1.681627,1217.351163
-76.238961,-1.522006,1223.482044
-76.233080,-0.046804,1253.415692
-76.068587,0.690149,1228.571328
-76.109698,0.896477,1251.079206
-76.101257,0.081367,1212.095093
-76.063568,1.511713,1263.808279
-75.930154,1.030860,1266.330083
-75.983421,-0.714921,1264.458386
-76.081205,1.506894,1232.651991
-76.018286,-0.782998,1203.008799
-76.230377,-0.948276,1247.767656
-75.994761,2.159190,1281.143200
-75.927848,2.166169,1273.287856
-75.917264,-1.610087,1269.088493
-76.128267,0.388765,1249.302136
-76.010655,-0.722179,1265.144098
-76.160883,0.065865,1268.224622
-75.963936,0.516414,1218.292127
-76.226754,1.066267,1284.797801
-76.011287,0.498852,1202.252659
-76.073350,0.624809,1217.400775
-75.982339,-0.537358,1275.787830
-76.066004,-1.501493,1266.463975
-76.353621,0.003492,1297.955715
-76.055193,0.459848,1280.773733
-76.217507,2.086968,1207.197974
-76.106872,0.561681,1231.724413
-75.991318,0.225680,1201.999161
-76.034599,1.984902,1234.986703
-76.358833,-0.284471,1237.801405
-75.965546,-0.050852,1285.062924
-75.988487,-1.268232,1256.694398
-76.175097,1.402034,1281.215933
-76.031859,2.096502,1243.579785
-76.003276,1.531848,1245.822685
-76.087456,-0.652308,1221.032730
-76.188015,1.758018,1276.387688
-76.308891,-1.364651,1295.777605
-76.064109,0.989882,1269.513009
-76.028415,0.914960,1211.817584
-76.356534,-0.274845,1285.516201
-76.223660,-0.030476,1226.237442
-76.186433,-0.605944,1236.074364
-76.145008,1.044846,1225.807490
